Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes,Year,Month,year_month,expected_n,expected_p,expected_k,max_moisture_pct,typical_adulterants,dev_n,dev_p,dev_k,excess_moisture,Chemical_Deviation_Score,Quality_Score,Adulterant_Type,Benchmark_Price_LKR_kg,Price_Diff_From_Benchmark,Price_Deviation_Pct,Price_Arbitrage_Flag,Cultivated_Extent_ha,Estimated_Regional_Demand_MT,monthly_rainfall_mm,avg_temperature_c,Provincial_Center_Lat,Provincial_Center_Lon,Primary_Agro_Zone,Estimated_Yield_Loss_Pct,Estimated_Economic_Loss_LKR_per_ha,NLP_Risk_Score,NLP_Risk_Category,Total_Active_NPK,Estimated_Inert_Filler,Ratio_N_to_P,Ratio_N_to_K,Moisture_Volatilization_Interaction,Cost_per_Gram_Active_Nutrient,Moisture_Cost_Waste_LKR_kg
AGR-11995,CR23-9754A,2024-02-03,Off-Season,Central Province,Pettah Agro Traders,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,200.0,39.6,7920.0,100,0.0,28.5,0.0,Calcium: 7.7 g/100g,2.2,Yes,Sample from bulk storage,2024,2,2024-02,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.017857142857142856,0.0,0.20000000000000018,5.79,89.7,Standard_Pure,45.0,-5.4,-12.0,0,13300,1729.0,27.3,24.83103448275862,7.235933333333333,80.68206666666667,Wet Zone,0.0,0.0,0.6000000000000001,Medium_Risk,28.5,69.3,0.0,0.0,0.0,0.139,0.08
AGR-53826,MF24-7386C,2022-08-16,Maha,Western Province,Hayleys Agriculture Holdings,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,30.0,6000.0,100,1.6,0.9,1.58,Organic Carbon: 0.93 % | Humus: 13.0 g/100g,1.3,Yes,Sample from bulk storage,2022,8,2022-08,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.06666666666666672,0.09999999999999998,0.31666666666666676,0.0,48.33,27.5,Heavy_Insoluble_Filler,50.0,-20.0,-40.0,0,28000,26600.0,314.1,26.203225806451613,6.8655,79.9386,Wet Zone,24.16,133363.2,0.6000000000000001,Medium_Risk,4.08,94.62,1.78,1.01,0.087,0.735,0.0
AGR-91466,MF22-1440A,2023-11-29,Yala,Western Province,Eastern Agrochem Depot,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,3.0,170.83,512.49,100,0.1,46.1,0.21,Calcium: 24.5 g/100g,3.8,Yes,Slight clumping observed,2023,11,2023-11,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.0021739130434782917,0.0,0.7999999999999998,16.22,69.3,Substandard_Blend,160.0,10.83,6.77,0,19000,992.75,488.6,25.50333333333333,6.8655,79.9386,Wet Zone,10.11,55807.2,0.6000000000000001,High_Risk,46.410000000000004,49.79,0.0,0.48,0.0,0.368,1.37
AGR-54281,LT24-4424,2022-02-02,Maha,Central Province,Agromart Ltd,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,10.0,285.0,2850.0,100,14.35,15.2,14.9,Sulfur: 16.7 g/100g | Boron: 27.0 g/100g,4.4,Yes,,2022,2,2022-02,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.043333333333333356,0.013333333333333286,0.006666666666666643,2.4000000000000004,54.33,0.0,Moisture_Weight_Padding,290.0,-5.0,-1.72,0,48000,9360.0,54.3,24.07857142857143,7.235933333333333,80.68206666666667,Wet Zone,33.16,183043.2,0.1,Normal,44.449999999999996,51.150000000000006,0.94,0.96,0.191,0.641,6.84
AGR-63175,AG24-9846C,2023-08-03,Maha,Southern Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,5.0,60.0,300.0,100,0.0,28.8,0.0,Calcium: 8.0 g/100g,4.4,Yes,Slight clumping observed,2023,8,2023-08,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.0285714285714286,0.0,2.4000000000000004,50.86,4.5,Moisture_Weight_Padding,50.0,10.0,20.0,0,68000,6800.0,188.7,26.929032258064517,6.050433333333333,80.6324,Dry Zone,31.43,173493.6,0.6000000000000001,High_Risk,28.8,66.8,0.0,0.0,0.0,0.208,1.44
AGR-71314,MF22-5465,2023-12-02,Off-Season,Sabaragamuwa Province,Browns Agricultural Products,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,103.0,266.17,27415.51,100,11.9,11.8,17.3,Magnesium: 1.76 % | Boron: 11.7 g/100g,4.1,Yes,,2023,12,2023-12,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.008333333333333304,0.016666666666666607,0.017647058823529453,2.0999999999999996,46.26,13.8,Moisture_Weight_Padding,275.0,-8.83,-3.21,0,10850,1909.6,454.2,25.406451612903226,6.96705,80.37505,Wet Zone,28.38,156657.6,0.1,Normal,41.0,54.9,1.01,0.69,0.034,0.649,5.59
AGR-75933,CR22-6058B,2024-10-10,Maha,Eastern Province,Browns Agricultural Products,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,2.0,56.96,113.92,100,0.22,0.0,0.0,Calcium: 10.6 g/100g | Magnesium: 1.37 %,3.6,Yes,Retest recommended,2024,10,2024-10,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.1,22.0,58.2,Heavy_Insoluble_Filler,30.0,26.96,89.87,0,132000,36300.0,318.1,26.95483870967742,7.869866666666667,81.52076666666666,Dry Zone,13.75,75900.0,0.6000000000000001,High_Risk,0.22,96.18,2.2,2.2,0.0,11.392,0.63
AGR-26253,CR23-4106C,2024-02-03,Off-Season,Southern Province,Kurunegala Agri Centre,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,2.0,25.16,50.32,100,1.4,1.0,1.5,Organic Carbon: 21.3 g/kg | Humus: 1.25 %,0.6,Yes,Slight clumping observed,2024,2,2024-02,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.06666666666666672,0.0,0.25000000000000006,0.0,31.67,52.5,Heavy_Insoluble_Filler,35.0,-9.84,-28.11,0,15399,15399.0,80.1,27.03448275862069,6.050433333333333,80.6324,Dry Zone,15.84,87436.8,0.6000000000000001,High_Risk,3.9,95.5,1.4,0.93,0.04,0.645,0.0
AGR-45249,LT24-2556,2022-10-23,Off-Season,Western Province,Hayleys Agriculture Holdings,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,6.0,33.37,200.22,100,1.5,0.9,1.6,Organic Carbon: 14.4 g/kg | Humus: 2.2 %,2.5,No,Retest recommended,2022,10,2022-10,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.0,0.09999999999999998,0.3333333333333335,0.0,43.33,35.0,Heavy_Insoluble_Filler,50.0,-16.63,-33.26,0,6650,6317.5,408.5,25.741935483870968,6.8655,79.9386,Wet Zone,21.66,119563.2,0.6000000000000001,High_Risk,4.0,93.5,1.67,0.94,0.0,0.834,0.0
AGR-37237,LT23-1367B,2022-07-17,Off-Season,Eastern Province,Kandy Farm Supplies,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,100.0,220.0,22000.0,100,14.5,15.0,14.8,Sulfur: 19.9 g/100g | Boron: 23.3 g/kg,0.9,Yes,,2022,7,2022-07,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03333333333333333,0.0,0.013333333333333286,0.0,4.67,93.0,Standard_Pure,290.0,-70.0,-24.14,0,28699,4735.34,102.3,28.84193548387097,7.869866666666667,81.52076666666666,Dry Zone,0.0,0.0,0.1,Normal,44.3,54.800000000000004,0.97,0.98,0.03,0.497,0.0
AGR-65551,MF22-6389A,2024-06-08,Yala,Southern Province,Pettah Agro Traders,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.0,111.72,5586.0,100,20.6,0.19,0.0,Sulfur: 15.7 g/kg,1.6,No,,2024,6,2024-06,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.01904761904761898,0.0,0.0,0.10000000000000009,3.9,93.4,Substandard_Blend,120.0,-8.28,-6.9,0,44000,5280.0,336.1,26.973333333333336,6.050433333333333,80.6324,Dry Zone,2.2,12144.0,0.1,Normal,20.790000000000003,77.61,108.42,206.0,0.03,0.537,0.11
AGR-43201,BT24-8175,2023-10-08,Maha,Western Province,Agromart Ltd,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1000.0,56.05,56050.0,100,0.0,0.0,0.0,Calcium: 18.9 g/100g | Magnesium: 22.7 g/kg,1.8,Yes,Retest recommended,2023,10,2023-10,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,35.0,21.05,60.14,0,28000,6650.0,564.4,25.57741935483871,6.8655,79.9386,Wet Zone,0.0,0.0,0.6000000000000001,High_Risk,0.0,98.2,0.0,0.0,0.0,11.21,0.0
AGR-17850,CR23-2142,2022-11-02,Yala,Sabaragamuwa Province,Jaffna Fertilizer Depot,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,1003.0,115.0,115345.0,100,21.6,0.0,0.0,Sulfur: 10.2 g/kg,1.3,Yes,,2022,11,2022-11,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.02857142857142864,0.0,0.0,0.0,2.86,95.7,Standard_Pure,160.0,-45.0,-28.12,0,31000,4092.0,304.5,24.923333333333336,6.96705,80.37505,Wet Zone,0.0,0.0,0.1,Normal,21.6,77.1,216.0,216.0,0.037,0.532,0.0
AGR-29992,MF24-8581B,2023-02-28,Yala,Central Province,Kurunegala Agri Centre,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,500.0,227.16,113580.0,100,0.22,0.0,57.1,Chlorine: 10.0 g/kg,1.2,No,Slight clumping observed,2023,2,2023-02,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.04833333333333331,0.0,4.83,92.8,Substandard_Blend,195.0,32.16,16.49,1,38000,2964.0,50.8,23.185714285714287,7.235933333333333,80.68206666666667,Wet Zone,2.42,13358.4,0.6000000000000001,High_Risk,57.32,41.48,2.2,0.0,0.0,0.396,0.0
AGR-35085,MF24-3662A,2024-11-15,Yala,Southern Province,Anuradhapura Agro Mart,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,39.69,7938.0,100,1.5,1.0,1.4,Organic Carbon: 16.7 g/kg | Humus: 26.3 g/kg,3.6,Yes,,2024,11,2024-11,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.0,0.0,0.16666666666666663,0.0,16.67,75.0,Substandard_Blend,35.0,4.69,13.4,0,44000,44000.0,388.7,25.56,6.050433333333333,80.6324,Dry Zone,8.34,46036.8,0.1,Normal,3.9,92.5,1.5,1.07,0.0,1.018,0.0
AGR-94232,AG24-7522C,2022-12-16,Maha,Uva Province,Kandy Farm Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,9.0,127.03,1143.27,100,20.8,0.06,0.0,Sulfur: 22.5 g/100g,3.9,Yes,,2022,12,2022-12,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.00952380952380949,0.0,0.0,2.4,48.95,7.4,Moisture_Weight_Padding,160.0,-32.97,-20.61,0,55000,8250.0,277.7,20.929032258064517,6.9331,81.20285000000001,Intermediate Zone,30.48,168249.6,0.1,Normal,20.86,75.24000000000001,208.0,208.0,0.037,0.609,3.05
AGR-75704,CR23-3894B,2024-07-22,Off-Season,Eastern Province,Agromart Ltd,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,103.0,164.4,16933.2,100,0.0,46.9,0.0,Calcium: 25.3 g/100g,4.0,Yes,Retest recommended,2024,7,2024-07,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.019565217391304318,0.0,1.0,21.96,59.1,Heavy_Insoluble_Filler,145.0,19.4,13.38,0,28699,1736.29,51.1,29.80967741935484,7.869866666666667,81.52076666666666,Dry Zone,13.48,74409.6,0.6000000000000001,High_Risk,46.9,49.1,0.0,0.0,0.0,0.351,1.64
AGR-53745,AG22-4035,2024-03-07,Off-Season,North Western Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,99.0,136.93,13556.07,100,20.5,0.0,0.0,Sulfur: 15.8 g/kg,0.5,No,,2024,3,2024-03,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.023809523809523808,0.0,0.0,0.0,2.38,96.4,Substandard_Blend,120.0,16.93,14.11,1,21700,2734.2,56.3,28.548387096774192,7.7612499999999995,80.09530000000001,Intermediate Zone,2.0,11040.0,0.1,Normal,20.5,79.0,205.0,205.0,0.012,0.668,0.0
AGR-89839,MF24-6712B,2023-03-06,Maha,Southern Province,CIC Agri Businesses,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1000.0,145.0,145000.0,100,0.0,45.9,0.0,Calcium: 15.3 g/100g,1.6,No,Sample from bulk storage,2023,3,2023-03,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.0021739130434782917,0.0,0.0,0.22,99.7,Substandard_Blend,160.0,-15.0,-9.38,0,68000,3740.0,141.3,26.10967741935484,6.050433333333333,80.6324,Dry Zone,2.0,11040.0,0.6000000000000001,Medium_Risk,45.9,52.5,0.0,0.0,0.0,0.316,0.0
AGR-40160,AG24-2573B,2024-02-27,Maha,North Central Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,10.0,114.84,1148.4,100,20.7,0.0,0.0,Sulfur: 1.6 %,2.6,Yes,,2024,2,2024-02,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.01428571428571432,0.0,0.0,1.1,23.43,56.1,Heavy_Insoluble_Filler,120.0,-5.16,-4.3,0,145000,20010.0,12.0,26.72068965517241,8.12585,80.71125,Dry Zone,14.46,79819.2,0.1,Normal,20.7,76.7,207.0,207.0,0.037,0.555,1.26
AGR-61175,AG22-4348B,2022-05-15,Maha,Sabaragamuwa Province,Matara Farm Solutions,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,500.0,25.0,12500.0,100,1.3,0.9,1.0,Organic Carbon: 14.8 g/100g | Humus: 2.74 %,2.7,No,Expired stock — discounted,2022,5,2022-05,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.1333333333333333,0.09999999999999998,0.16666666666666663,0.0,40.0,40.0,Heavy_Insoluble_Filler,50.0,-25.0,-50.0,0,42000,46200.0,671.2,25.758064516129032,6.96705,80.37505,Wet Zone,20.0,110400.0,0.8,High_Risk,3.2,94.1,1.44,1.3,0.36,0.781,0.0
AGR-73920,LT22-7926B,2024-04-06,Off-Season,North Central Province,CIC Agri Businesses,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,4.0,315.0,1260.0,100,12.1,12.36,16.6,Magnesium: 20.6 g/100g | Boron: 22.3 g/100g,1.4,Yes,,2024,4,2024-04,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.008333333333333304,0.029999999999999954,0.0235294117647058,0.0,6.19,90.7,Standard_Pure,250.0,65.0,26.0,0,30799,5667.02,63.4,29.246666666666663,8.12585,80.71125,Dry Zone,0.0,0.0,0.1,Normal,41.06,57.54,0.98,0.73,0.012,0.767,0.0
AGR-13265,CR23-9805C,2024-08-20,Yala,North Western Province,Abans Agri Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,50.0,70.0,3500.0,100,0.14,0.0,0.15,Calcium: 1.8 % | Magnesium: 6.3 g/100g,4.1,No,Retest recommended,2024,8,2024-08,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.5999999999999996,32.0,39.2,Moisture_Weight_Padding,30.0,40.0,133.33,1,62000,16275.0,181.1,25.93870967741936,7.7612499999999995,80.09530000000001,Intermediate Zone,20.0,110400.0,0.6000000000000001,High_Risk,0.29000000000000004,95.61,1.4,0.93,0.0,14.0,1.12
AGR-57526,LT23-7786,2024-03-15,Yala,Central Province,Pettah Agro Traders,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,28.0,284.04,7953.12,100,12.0,11.9,18.0,Magnesium: 8.3 g/100g | Boron: 11.4 g/100g,2.6,Yes,Retest recommended,2024,3,2024-03,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.0,0.008333333333333304,0.058823529411764705,0.6000000000000001,18.72,67.1,Substandard_Blend,250.0,34.04,13.62,0,38000,7904.0,42.1,26.032258064516128,7.235933333333333,80.68206666666667,Wet Zone,10.86,59947.2,0.6000000000000001,High_Risk,41.9,55.5,1.01,0.67,0.0,0.678,1.7
AGR-94472,BT23-4660,2022-08-20,Off-Season,Western Province,Browns Agricultural Products,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,100.0,20.0,2000.0,100,1.5,0.91,1.5,Organic Carbon: 22.0 g/kg | Humus: 9.5 g/kg,1.8,No,,2022,8,2022-08,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.0,0.08999999999999997,0.25000000000000006,0.0,34.0,49.0,Heavy_Insoluble_Filler,50.0,-30.0,-60.0,0,6650,6317.5,314.1,26.203225806451613,6.8655,79.9386,Wet Zone,17.0,93840.0,0.1,Normal,3.91,94.29,1.65,1.0,0.0,0.512,0.0
AGR-99104,AG24-8180A,2022-10-18,Maha,North Western Province,Eastern Agrochem Depot,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,10.0,142.33,1423.3,100,21.0,0.0,0.0,Sulfur: 10.2 g/100g,3.4,No,Slight clumping observed,2022,10,2022-10,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.0,0.0,0.0,1.9,38.0,27.8,Moisture_Weight_Padding,160.0,-17.67,-11.04,0,95000,11970.0,362.2,24.641935483870967,7.7612499999999995,80.09530000000001,Intermediate Zone,23.75,131100.0,0.6000000000000001,High_Risk,21.0,75.6,210.0,210.0,0.0,0.678,2.7
AGR-16427,MF24-3509C,2023-04-21,Off-Season,North Western Province,Abans Agri Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,51.0,100.98,5149.98,100,45.9,0.2,0.0,Not Detected,2.0,Yes,,2023,4,2023-04,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.0021739130434782917,0.0,0.0,0.5,10.22,80.7,Substandard_Blend,120.0,-19.02,-15.85,0,21700,5126.62,160.4,27.19333333333333,7.7612499999999995,80.09530000000001,Intermediate Zone,6.36,35107.2,0.1,Normal,46.1,51.9,229.5,459.0,0.004,0.219,0.5
AGR-25784,AG23-4337A,2023-06-28,Maha,Central Province,Agromart Ltd,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,13.0,115.23,1497.99,100,20.32,0.0,0.0,Sulfur: 15.6 g/100g,1.5,Yes,Expired stock — discounted,2023,6,2023-06,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.032380952380952364,0.0,0.0,0.0,3.24,95.1,Standard_Pure,135.0,-19.77,-14.64,0,48000,7488.0,74.3,25.05,7.235933333333333,80.68206666666667,Wet Zone,0.0,0.0,0.8,High_Risk,20.32,78.18,203.2,203.2,0.049,0.567,0.0
AGR-61235,MF24-6124A,2022-05-05,Off-Season,North Western Province,Lankem Ceylon PLC,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,50.0,140.0,7000.0,100,0.0,46.2,0.03,Calcium: 17.2 g/100g,3.0,Yes,,2022,5,2022-05,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.004347826086956583,0.0,0.0,0.43,99.4,Standard_Pure,210.0,-70.0,-33.33,0,21700,1253.17,219.2,25.858064516129037,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.1,Normal,46.230000000000004,50.769999999999996,0.0,0.0,0.0,0.303,0.0
AGR-19167,LT22-6141A,2023-11-10,Yala,Eastern Province,Colombo Pesticide Warehouse,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,2.0,126.01,252.02,100,46.6,0.16,0.0,Not Detected,3.6,Yes,Local production batch,2023,11,2023-11,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.013043478260869596,0.0,0.0,2.1,43.3,18.3,Moisture_Weight_Padding,120.0,6.01,5.01,0,82000,20295.0,477.9,26.023333333333333,7.869866666666667,81.52076666666666,Dry Zone,26.9,148488.0,0.4,Medium_Risk,46.76,49.64,291.25,466.0,0.047,0.269,2.65
AGR-18825,LT23-3087,2023-04-15,Yala,North Central Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1000.0,270.0,270000.0,100,11.5,12.22,17.0,Magnesium: 2.1 % | Boron: 13.4 g/kg,1.5,Yes,Expired stock — discounted,2023,4,2023-04,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.041666666666666664,0.018333333333333385,0.0,0.0,6.0,91.0,Standard_Pure,275.0,-5.0,-1.82,0,88000,16192.0,138.1,27.676666666666662,8.12585,80.71125,Dry Zone,0.0,0.0,0.8,High_Risk,40.72,57.78,0.94,0.68,0.062,0.663,0.0
AGR-98937,LT23-7336,2024-03-03,Maha,Central Province,CIC Agri Businesses,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,2.0,148.29,296.58,100,0.18,46.4,0.0,Calcium: 12.0 g/kg,2.6,Yes,,2024,3,2024-03,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.008695652173913012,0.0,0.0,0.87,98.7,Standard_Pure,145.0,3.29,2.27,0,48000,3432.0,42.1,26.032258064516128,7.235933333333333,80.68206666666667,Wet Zone,0.0,0.0,0.1,Normal,46.58,50.82,0.0,1.8,0.0,0.318,0.0
AGR-62551,AG22-6693B,2023-12-21,Off-Season,Northern Province,Anuradhapura Agro Mart,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,51.5,52.74,2716.11,100,0.0,0.0,0.1,Calcium: 10.7 g/kg | Magnesium: 2.48 %,3.0,Yes,,2023,12,2023-12,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.5,10.0,81.0,Substandard_Blend,35.0,17.74,50.69,0,12250,3215.62,282.7,26.270967741935483,9.20826,80.32364,Dry Zone,6.25,34500.0,0.1,Normal,0.1,96.9,0.0,0.0,0.0,10.548,0.26
AGR-70518,LT23-3371B,2022-06-10,Yala,Southern Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,0.5,168.37,84.19,100,0.0,46.3,0.12,Calcium: 27.6 g/kg,1.4,Yes,,2022,6,2022-06,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.006521739130434721,0.0,0.0,0.65,99.0,Standard_Pure,210.0,-41.63,-19.82,0,44000,2420.0,286.6,26.53666666666667,6.050433333333333,80.6324,Dry Zone,0.0,0.0,0.1,Normal,46.419999999999995,52.18000000000001,0.0,0.0,0.0,0.363,0.0
AGR-92477,BT22-7401,2022-01-10,Yala,North Western Province,Kandy Farm Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,2.0,280.0,560.0,100,12.2,12.0,17.1,Magnesium: 1.41 % | Boron: 2.56 %,0.6,Yes,Imported directly,2022,1,2022-01,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.016666666666666607,0.0,0.005882352941176554,0.0,2.25,96.6,Standard_Pure,310.0,-30.0,-9.68,0,62000,10416.0,23.6,25.55161290322581,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.1,Low_Risk,41.3,58.1,1.02,0.71,0.01,0.678,0.0
AGR-56408,MF23-8826,2023-06-25,Maha,Uva Province,Abans Agri Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,500.0,206.08,103040.0,100,0.0,0.0,61.5,Chlorine: 11.6 g/kg,1.2,Yes,,2023,6,2023-06,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.025,0.0,2.5,96.2,Standard_Pure,195.0,11.08,5.68,0,55000,4125.0,126.6,25.540000000000003,6.9331,81.20285000000001,Intermediate Zone,0.0,0.0,0.1,Normal,61.5,37.3,0.0,0.0,0.0,0.335,0.0
AGR-45135,MF22-6466C,2024-11-27,Off-Season,Sabaragamuwa Province,Lankem Ceylon PLC,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1.0,61.59,61.59,100,0.0,0.0,0.0,Calcium: 23.5 g/kg | Magnesium: 11.0 g/100g,4.0,Yes,,2024,11,2024-11,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.5,30.0,43.0,Heavy_Insoluble_Filler,30.0,31.59,105.3,0,10850,2983.75,423.0,25.236666666666668,6.96705,80.37505,Wet Zone,18.75,103500.0,0.1,Normal,0.0,96.0,0.0,0.0,0.0,12.318,0.92
AGR-49699,BT22-5291,2023-01-16,Off-Season,Uva Province,Eastern Agrochem Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1000.0,256.13,256130.0,100,15.5,14.5,16.0,Sulfur: 6.5 g/kg | Boron: 22.4 g/100g,3.0,No,,2023,1,2023-01,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03333333333333333,0.03333333333333333,0.06666666666666667,1.0,33.33,42.0,Heavy_Insoluble_Filler,255.0,1.13,0.44,1,14699,2756.06,263.1,20.080645161290324,6.9331,81.20285000000001,Intermediate Zone,19.16,105763.2,0.1,Normal,46.0,51.0,1.07,0.97,0.1,0.557,2.56
AGR-44422,CR22-6379C,2022-08-07,Off-Season,Uva Province,Kandy Farm Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,52.0,73.89,3842.28,100,0.0,0.1,0.0,Calcium: 15.7 g/kg | Magnesium: 1.96 %,2.0,Yes,Local production batch,2022,8,2022-08,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,45.0,28.89,64.2,0,14699,4593.44,123.2,24.074193548387097,6.9331,81.20285000000001,Intermediate Zone,0.0,0.0,0.4,Medium_Risk,0.1,97.9,0.0,0.0,0.0,14.778,0.0
AGR-21080,BT22-8806A,2022-01-01,Maha,North Western Province,Kandy Farm Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,23.0,221.89,5103.47,100,0.05,0.0,62.0,Chlorine: 23.0 g/kg,1.5,Yes,Local production batch,2022,1,2022-01,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.03333333333333333,0.0,3.33,95.0,Standard_Pure,240.0,-18.11,-7.55,0,95000,5985.0,23.6,25.55161290322581,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.4,Medium_Risk,62.05,36.45,0.5,0.0,0.0,0.358,0.0
