Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes
AGR-85956,CR22-4087A,2024-04-21,Off-Season,Central Province,Galle Agrochemical Stores,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,100.0,70.0,7000.0,100,0.0,0.0,0.0,Calcium: 2.0 % | Magnesium: 12.8 g/kg,3.8,Yes,Local production batch
AGR-54231,BT23-2605C,2023-05-27,Off-Season,Southern Province,Anuradhapura Agro Mart,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,5.0,39.32,196.6,100,1.6,1.1,1.6,Organic Carbon: 24.2 g/100g | Humus: 15.1 g/100g,3.7,Yes,Retest recommended
AGR-13862,CR22-6086A,2023-05-09,Maha,Central Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,103.0,50.0,5150.0,100,0.02,28.4,0.14,Calcium: 20.3 g/kg,4.4,Yes,
AGR-21081,BT23-9471C,2023-05-14,Off-Season,North Central Province,Anuradhapura Agro Mart,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,4.0,265.8,1063.2,100,12.42,12.4,16.4,Magnesium: 18.6 g/kg | Boron: 14.2 g/100g,4.0,Yes,Slight clumping observed
AGR-84100,CR22-1732A,2024-09-27,Maha,North Western Province,Colombo Pesticide Warehouse,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,25.0,110.0,2750.0,100,45.2,0.0,0.0,Not Detected,0.5,No,Expired stock — discounted
AGR-63497,LT23-2423B,2022-10-24,Off-Season,Southern Province,Browns Agricultural Products,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,24.0,35.0,840.0,100,1.3,0.9,1.4,Organic Carbon: 23.9 g/kg | Humus: 23.6 g/100g,4.2,Yes,Imported directly
AGR-79928,BT23-1960,2023-08-26,Off-Season,North Western Province,Abans Agri Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,10.0,20.0,200.0,100,1.37,1.1,1.4,Organic Carbon: 14.6 g/100g | Humus: 11.7 g/kg,1.3,Yes,
AGR-14908,BT22-5025C,2024-09-19,Maha,Central Province,Agromart Ltd,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,999.0,26.17,26143.83,100,1.6,1.04,1.4,Organic Carbon: 20.4 g/kg | Humus: 17.6 g/100g,2.2,No,
AGR-48427,AG22-1856,2023-02-23,Off-Season,North Central Province,Abans Agri Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,10.5,18.45,193.72,100,1.4,0.9,1.3,Organic Carbon: 16.1 g/kg | Humus: 23.5 g/kg,0.8,Yes,Retest recommended
AGR-32527,CR24-6788B,2024-03-10,Maha,North Central Province,Galle Agrochemical Stores,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,50.0,65.0,3250.0,100,0.0,0.0,0.0,Calcium: 2.36 % | Magnesium: 2.1 %,2.6,Yes,
AGR-37979,CR24-3387A,2023-08-23,Maha,Southern Province,Kandy Farm Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1002.0,215.0,215430.0,100,0.0,0.0,59.1,Chlorine: 21.2 g/kg,2.5,Yes,
AGR-32469,AG23-5119,2024-05-29,Off-Season,Eastern Province,Galle Agrochemical Stores,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,215.39,215.39,100,0.19,0.0,59.9,Chlorine: 1.83 %,4.2,Yes,
AGR-70962,MF23-4558,2023-01-28,Off-Season,Western Province,Hayleys Agriculture Holdings,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,25.0,56.3,1407.5,100,0.02,26.8,0.0,Calcium: 2.14 %,2.3,Yes,Slight clumping observed
AGR-94288,LT24-5397B,2024-09-12,Off-Season,Western Province,Hayleys Agriculture Holdings,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1.0,315.0,315.0,100,11.7,12.3,16.8,Magnesium: 16.4 g/kg | Boron: 0.92 %,3.9,Yes,Slight clumping observed
AGR-68737,AG23-6373C,2024-02-24,Yala,North Western Province,CIC Agri Businesses,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,10.0,41.56,415.6,100,0.09,27.9,0.0,Calcium: 1.3 %,3.1,Yes,Sample from bulk storage
AGR-16473,MF24-5230,2024-01-22,Yala,North Central Province,Anuradhapura Agro Mart,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,2.0,296.55,593.1,100,11.7,11.5,17.6,Magnesium: 1.02 % | Boron: 1.8 %,1.0,Yes,
AGR-84259,BT23-2629C,2024-04-22,Yala,Uva Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,25.0,30.79,769.75,100,0.0,27.5,0.24,Calcium: 15.6 g/kg,1.4,Yes,Sample from bulk storage
AGR-36647,CR23-4148,2022-12-03,Yala,Central Province,Browns Agricultural Products,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,500.0,30.0,15000.0,100,1.4,0.9,1.5,Organic Carbon: 6.5 g/kg | Humus: 0.76 %,1.2,Yes,
AGR-31993,AG24-5871B,2022-11-06,Yala,Northern Province,Anuradhapura Agro Mart,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,101.0,40.3,4070.3,100,0.0,27.9,0.04,Calcium: 1.8 %,1.0,Yes,Imported directly
AGR-72900,BT23-4574B,2023-03-28,Yala,Northern Province,Pettah Agro Traders,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,2.0,240.0,480.0,100,14.8,14.6,14.8,Sulfur: 13.1 g/100g | Boron: 21.5 g/kg,3.2,Yes,Sample from bulk storage
AGR-82070,BT24-6645A,2023-10-05,Maha,North Central Province,Browns Agricultural Products,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,998.0,305.77,305158.46,100,11.8,11.8,16.4,Magnesium: 1.43 % | Boron: 1.94 %,1.9,Yes,
AGR-37270,MF24-4484,2024-09-27,Yala,Western Province,Eastern Agrochem Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1000.5,270.0,270135.0,100,12.0,12.3,16.7,Magnesium: 16.4 g/100g | Boron: 0.66 %,3.3,Yes,Retest recommended
AGR-38895,CR22-6348A,2023-08-24,Yala,Eastern Province,Galle Agrochemical Stores,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,2.5,270.0,675.0,100,11.9,12.0,17.4,Magnesium: 1.23 % | Boron: 11.2 g/kg,0.6,Yes,Sample from bulk storage
AGR-67802,MF23-7027C,2023-10-23,Off-Season,North Western Province,Hayleys Agriculture Holdings,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,4.0,176.08,704.32,100,0.06,0.0,61.2,Chlorine: 1.83 %,3.2,Yes,
AGR-40049,CR22-6369,2024-12-25,Yala,North Central Province,Abans Agri Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,25.0,187.15,4678.75,100,0.0,46.2,0.0,Calcium: 0.65 %,1.4,Yes,
AGR-27491,LT24-5080,2023-08-13,Maha,North Central Province,Matara Farm Solutions,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,5.0,120.46,602.3,100,45.6,0.0,0.2,Not Detected,3.3,Yes,
AGR-90393,BT23-6874C,2024-05-26,Off-Season,North Central Province,Abans Agri Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,3.5,48.38,169.33,100,0.0,28.7,0.0,Calcium: 1.57 %,3.1,No,Retest recommended
AGR-87616,AG22-3482A,2023-06-26,Yala,Eastern Province,Abans Agri Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,5.0,185.0,925.0,100,0.0,0.0,60.8,Chlorine: 19.6 g/100g,3.7,Yes,Local production batch
AGR-35160,BT22-3118C,2022-07-15,Yala,Southern Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1.0,190.0,190.0,100,0.0,45.6,0.0,Calcium: 11.2 g/100g,2.3,Yes,Local production batch
AGR-33794,MF24-6435C,2024-04-25,Yala,Sabaragamuwa Province,Colombo Pesticide Warehouse,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,500.0,70.0,35000.0,100,0.21,0.0,0.0,Calcium: 13.8 g/kg | Magnesium: 2.7 %,1.7,No,
AGR-46024,AG23-8964A,2024-02-24,Maha,North Central Province,Browns Agricultural Products,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,6.0,24.92,149.52,100,1.3,0.9,1.4,Organic Carbon: 14.1 g/100g | Humus: 12.0 g/kg,3.6,No,
AGR-80007,BT22-7280A,2022-03-21,Maha,North Central Province,Lankem Ceylon PLC,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,26.0,45.0,1170.0,100,0.0,29.1,0.0,Calcium: 1.05 %,3.9,No,
AGR-57023,LT24-8185,2022-01-06,Off-Season,Uva Province,Galle Agrochemical Stores,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,10.0,135.0,1350.0,100,20.6,0.0,0.0,Sulfur: 1.61 %,1.5,Yes,
AGR-91921,AG23-1732C,2022-02-13,Maha,Central Province,Abans Agri Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,100.0,73.36,7336.0,100,0.16,0.0,0.0,Calcium: 12.0 g/kg | Magnesium: 2.54 %,4.2,No,Expired stock — discounted
AGR-15760,LT23-5678C,2023-09-05,Yala,Southern Province,Lankem Ceylon PLC,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,502.0,60.21,30225.42,100,0.0,0.19,0.0,Calcium: 15.3 g/kg | Magnesium: 0.77 %,2.3,Yes,
AGR-30296,MF24-4801,2024-04-14,Off-Season,Southern Province,Kandy Farm Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,0.5,38.15,19.07,100,1.3,1.0,1.3,Organic Carbon: 11.8 g/kg | Humus: 6.6 g/kg,3.6,No,Local production batch
AGR-75962,LT23-2581C,2024-05-14,Off-Season,Eastern Province,Matara Farm Solutions,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,503.0,38.44,19335.32,100,1.33,0.9,1.6,Organic Carbon: 1.33 % | Humus: 0.74 %,3.0,No,Expired stock — discounted
AGR-97681,MF22-1605,2024-12-20,Maha,Sabaragamuwa Province,Kurunegala Agri Centre,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,53.0,285.93,15154.29,100,15.0,14.8,14.6,Sulfur: 10.7 g/kg | Boron: 1.82 %,0.7,Yes,
AGR-82941,LT22-9466,2023-04-13,Yala,Southern Province,Galle Agrochemical Stores,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,5.0,197.4,987.0,100,0.0,46.6,0.12,Calcium: 26.4 g/100g,2.9,Yes,
AGR-69775,AG22-2517A,2024-06-25,Off-Season,Sabaragamuwa Province,Kurunegala Agri Centre,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,25.0,225.74,5643.5,100,15.3,14.3,14.6,Sulfur: 21.7 g/100g | Boron: 1.88 %,1.5,Yes,Local production batch
AGR-31511,MF24-6307A,2024-12-08,Maha,Central Province,Kandy Farm Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,24.0,30.0,720.0,100,1.6,0.9,1.4,Organic Carbon: 21.2 g/100g | Humus: 2.52 %,3.1,Yes,Opened bag — partial quantity
AGR-62543,LT24-3557C,2023-05-14,Yala,North Central Province,Kandy Farm Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,12.0,20.0,240.0,100,1.36,0.99,1.3,Organic Carbon: 1.11 % | Humus: 17.8 g/kg,2.0,No,Retest recommended
AGR-26567,BT24-7789B,2024-02-23,Off-Season,Southern Province,Browns Agricultural Products,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1000.0,248.74,248740.0,100,14.3,15.0,14.3,Sulfur: 27.4 g/kg | Boron: 26.6 g/kg,0.6,No,
AGR-54742,AG23-8948A,2022-09-02,Off-Season,Southern Province,Browns Agricultural Products,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1001.5,100.0,100150.0,100,46.2,0.0,0.0,Not Detected,3.5,Yes,Expired stock — discounted
AGR-79254,BT24-9865A,2022-01-21,Maha,Eastern Province,Eastern Agrochem Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,26.5,250.0,6625.0,100,12.2,11.6,16.4,Magnesium: 7.5 g/kg | Boron: 6.6 g/kg,4.2,Yes,
AGR-53535,CR23-1871C,2022-03-13,Maha,North Western Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,5.0,34.51,172.55,100,0.0,27.3,0.0,Calcium: 26.3 g/100g,1.6,No,
AGR-67360,BT23-1238B,2024-02-07,Off-Season,Central Province,Kurunegala Agri Centre,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,10.0,266.23,2662.3,100,14.6,15.4,15.4,Sulfur: 2.34 % | Boron: 1.99 %,2.9,Yes,Imported directly
AGR-63186,MF22-9673B,2023-04-04,Maha,Western Province,Matara Farm Solutions,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,50.5,288.82,14585.41,100,11.9,11.8,17.3,Magnesium: 6.5 g/100g | Boron: 11.7 g/100g,0.6,No,
AGR-42057,AG22-2465,2023-07-10,Maha,Central Province,Agromart Ltd,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1000.0,95.0,95000.0,100,45.1,0.0,0.0,Not Detected,2.2,Yes,Local production batch
AGR-96785,BT22-8532A,2022-12-25,Off-Season,Northern Province,Kandy Farm Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,10.0,155.36,1553.6,100,0.15,45.9,0.0,Calcium: 1.05 %,2.0,Yes,Sample from bulk storage
AGR-30065,LT24-1133B,2022-01-09,Off-Season,Uva Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1000.0,40.0,40000.0,100,0.11,27.0,0.0,Calcium: 1.53 %,1.0,No,Slight clumping observed
AGR-79921,CR22-6964,2022-07-09,Off-Season,Southern Province,Matara Farm Solutions,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,50.0,31.57,1578.5,100,0.02,28.0,0.0,Calcium: 8.9 g/100g,4.3,Yes,Sample from bulk storage
AGR-52965,BT24-8659C,2022-02-26,Yala,Western Province,Anuradhapura Agro Mart,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,6.5,29.29,190.38,100,1.6,1.0,1.6,Organic Carbon: 1.06 % | Humus: 24.3 g/kg,2.7,No,Imported directly
AGR-52282,AG23-5072B,2022-06-09,Maha,North Central Province,Pettah Agro Traders,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,7.0,120.11,840.77,100,20.7,0.0,0.0,Sulfur: 27.2 g/100g,1.2,No,Slight clumping observed
AGR-71982,LT24-8369C,2023-06-10,Maha,Sabaragamuwa Province,CIC Agri Businesses,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,100.0,37.86,3786.0,100,1.5,0.9,2.0,Organic Carbon: 13.2 g/100g | Humus: 1.52 %,2.5,Yes,Opened bag — partial quantity
AGR-44514,BT22-2916C,2022-02-24,Off-Season,Western Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,2.0,141.3,282.6,100,0.0,45.6,0.0,Calcium: 19.1 g/kg,3.1,No,Expired stock — discounted
AGR-43466,AG22-4411B,2022-05-21,Yala,Western Province,Kurunegala Agri Centre,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.5,137.28,6932.64,100,21.4,0.0,0.12,Sulfur: 13.0 g/100g,0.3,No,Slight clumping observed
AGR-34377,AG22-4231B,2024-12-02,Off-Season,North Western Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,10.0,52.69,526.9,100,0.0,28.4,0.0,Calcium: 24.1 g/kg,0.7,Yes,
AGR-31173,MF24-1618C,2024-01-15,Off-Season,Eastern Province,Pettah Agro Traders,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,25.0,125.27,3131.75,100,46.9,0.0,0.0,Not Detected,3.1,Yes,Imported directly
AGR-25986,AG22-9831B,2022-04-06,Off-Season,Uva Province,Eastern Agrochem Depot,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,5.0,121.06,605.3,100,45.4,0.16,0.0,Not Detected,1.1,Yes,Local production batch
AGR-41169,BT24-6098,2023-02-23,Maha,Central Province,Pettah Agro Traders,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,101.5,266.51,27050.76,100,11.8,12.0,16.7,Magnesium: 11.3 g/100g | Boron: 2.11 %,3.6,No,Local production batch
AGR-77121,MF24-6572A,2023-06-10,Yala,Sabaragamuwa Province,Colombo Pesticide Warehouse,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,23.0,255.0,5865.0,100,12.1,11.7,17.1,Magnesium: 1.1 % | Boron: 26.1 g/kg,3.6,Yes,Opened bag — partial quantity
AGR-77027,BT24-6400A,2022-11-18,Maha,Eastern Province,Colombo Pesticide Warehouse,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,1002.0,20.0,20040.0,100,1.3,0.9,1.4,Organic Carbon: 17.6 g/100g | Humus: 16.0 g/kg,3.5,No,
AGR-64000,BT24-8456A,2023-07-25,Yala,Sabaragamuwa Province,Eastern Agrochem Depot,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,5.0,125.0,625.0,100,45.8,0.14,0.0,Not Detected,3.1,No,Retest recommended
AGR-85284,MF23-8914B,2024-05-07,Yala,North Central Province,Anuradhapura Agro Mart,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,5.0,302.04,1510.2,100,12.18,12.0,16.67,Magnesium: 14.1 g/kg | Boron: 2.64 %,2.7,Yes,Local production batch
AGR-88228,CR24-9411C,2022-03-22,Maha,North Central Province,Abans Agri Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,25.0,22.34,558.5,100,1.6,1.0,2.0,Organic Carbon: 11.2 g/100g | Humus: 9.8 g/kg,3.2,No,
AGR-95756,AG24-6182B,2022-10-13,Maha,Sabaragamuwa Province,Pettah Agro Traders,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,23.49,4698.0,100,1.46,0.9,1.3,Organic Carbon: 13.7 g/kg | Humus: 27.5 g/100g,2.6,Yes,Imported directly
AGR-41568,MF23-8681B,2023-12-30,Off-Season,Eastern Province,Lankem Ceylon PLC,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,200.0,193.52,38704.0,100,0.0,0.0,57.3,Chlorine: 0.63 %,2.5,Yes,Sample from bulk storage
AGR-92009,BT22-9815A,2023-10-07,Yala,Central Province,Hayleys Agriculture Holdings,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,6.5,141.5,919.75,100,21.4,0.0,0.0,Sulfur: 9.6 g/kg,1.5,Yes,Opened bag — partial quantity
AGR-47259,AG22-4216,2024-09-29,Off-Season,Western Province,Kurunegala Agri Centre,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,50.0,240.0,12000.0,100,14.6,15.2,14.7,Sulfur: 8.6 g/kg | Boron: 24.2 g/kg,3.6,Yes,Expired stock — discounted
AGR-48170,CR24-1687,2022-04-05,Off-Season,Southern Province,Jaffna Fertilizer Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,50.0,215.0,10750.0,100,0.0,0.0,60.6,Chlorine: 1.92 %,3.0,Yes,Local production batch
AGR-58083,LT24-3499C,2022-05-26,Yala,Sabaragamuwa Province,Browns Agricultural Products,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,25.0,40.0,1000.0,100,0.0,28.2,0.0,Calcium: 2.27 %,0.9,No,Expired stock — discounted
AGR-20463,BT23-4951,2024-10-19,Yala,Western Province,Lankem Ceylon PLC,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,1.0,140.0,140.0,100,21.5,0.05,0.0,Sulfur: 1.21 %,3.4,Yes,Slight clumping observed
AGR-98335,LT24-7262A,2024-09-25,Off-Season,Northern Province,Jaffna Fertilizer Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,10.0,37.37,373.7,100,0.0,28.26,0.12,Calcium: 12.6 g/kg,2.2,No,
AGR-95900,CR22-8686A,2024-10-27,Yala,Central Province,Galle Agrochemical Stores,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,101.0,220.0,22220.0,100,14.8,14.3,14.5,Sulfur: 14.0 g/100g | Boron: 1.45 %,0.7,Yes,Slight clumping observed
AGR-80226,LT23-2273B,2022-11-28,Off-Season,Southern Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,51.5,97.87,5040.31,100,45.2,0.0,0.0,Not Detected,2.3,Yes,Imported directly
AGR-66537,BT24-3346A,2024-11-03,Yala,Central Province,Jaffna Fertilizer Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,163.97,163.97,100,0.21,0.0,58.27,Chlorine: 14.9 g/kg,0.9,No,
AGR-85134,CR22-9996,2024-04-18,Maha,Western Province,Kandy Farm Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,201.0,115.77,23269.77,100,46.72,0.21,0.0,Not Detected,0.6,Yes,
AGR-43798,MF23-8150A,2023-05-24,Yala,North Western Province,Kandy Farm Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,202.0,123.58,24963.16,100,45.1,0.22,0.08,Not Detected,0.7,Yes,Expired stock — discounted
AGR-30310,AG23-7144,2023-04-01,Off-Season,Southern Province,Agromart Ltd,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,30.3,6060.0,100,1.4,1.0,1.6,Organic Carbon: 1.99 % | Humus: 0.86 %,4.2,No,Local production batch
AGR-88949,MF24-1105,2023-04-02,Yala,North Central Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,500.0,140.0,70000.0,100,0.0,45.6,0.0,Calcium: 27.2 g/100g,1.2,Yes,Slight clumping observed
AGR-71432,AG24-2733C,2024-08-12,Off-Season,Sabaragamuwa Province,Browns Agricultural Products,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,50.0,264.1,13205.0,100,12.4,11.85,17.0,Magnesium: 0.96 % | Boron: 21.7 g/100g,1.3,Yes,Expired stock — discounted
AGR-51155,CR24-8721B,2023-06-04,Maha,Uva Province,Kurunegala Agri Centre,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,30.0,6000.0,100,1.4,1.0,1.6,Organic Carbon: 11.0 g/kg | Humus: 6.0 g/100g,3.6,Yes,Slight clumping observed
AGR-23648,MF23-7373A,2024-06-04,Off-Season,Western Province,Lankem Ceylon PLC,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,2.0,43.04,86.08,100,0.0,27.9,0.0,Calcium: 23.5 g/kg,1.1,Yes,
AGR-51033,BT24-9257A,2024-01-30,Yala,Central Province,Jaffna Fertilizer Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1000.5,279.61,279749.8,100,14.6,15.2,14.6,Sulfur: 0.86 % | Boron: 1.88 %,0.8,Yes,Expired stock — discounted
AGR-83878,LT22-5604,2024-05-10,Maha,Central Province,Hayleys Agriculture Holdings,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,198.0,56.54,11194.92,100,0.0,28.4,0.0,Calcium: 12.4 g/100g,3.5,Yes,
AGR-13667,CR24-9585,2022-06-20,Yala,Northern Province,Hayleys Agriculture Holdings,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,51.5,235.52,12129.28,100,14.4,14.6,15.5,Sulfur: 7.1 g/100g | Boron: 0.84 %,2.7,No,Expired stock — discounted
AGR-51427,CR23-4502,2023-10-25,Off-Season,North Western Province,Kandy Farm Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,5.0,30.0,150.0,100,1.4,0.9,1.3,Organic Carbon: 2.12 % | Humus: 20.4 g/kg,2.1,Yes,Opened bag — partial quantity
AGR-12566,CR23-3209A,2024-09-27,Yala,Northern Province,Matara Farm Solutions,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,10.0,22.7,227.0,100,1.5,1.0,1.5,Organic Carbon: 1.24 % | Humus: 10.2 g/kg,2.1,Yes,
AGR-13523,BT22-6705C,2022-03-13,Off-Season,Sabaragamuwa Province,Anuradhapura Agro Mart,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1000.0,184.04,184040.0,100,0.0,46.1,0.0,Calcium: 1.79 %,0.7,Yes,
AGR-11260,CR22-6803C,2023-12-28,Off-Season,North Central Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,203.0,145.16,29467.48,100,0.0,46.8,0.0,Calcium: 21.2 g/kg,1.2,No,Slight clumping observed
AGR-35005,MF24-1342B,2023-11-06,Off-Season,North Western Province,Browns Agricultural Products,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,100.0,275.0,27500.0,100,12.0,11.8,16.8,Magnesium: 24.4 g/kg | Boron: 24.4 g/kg,4.2,Yes,
AGR-28063,MF24-8007C,2024-05-10,Off-Season,North Central Province,Eastern Agrochem Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1.0,289.29,289.29,100,15.1,14.4,14.3,Sulfur: 1.45 % | Boron: 22.8 g/kg,2.0,Yes,Imported directly
AGR-77578,MF23-7428B,2024-08-26,Maha,Central Province,Pettah Agro Traders,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.0,130.0,6500.0,100,21.7,0.06,0.0,Sulfur: 0.71 %,1.6,No,Slight clumping observed
AGR-68920,MF22-9061C,2023-02-22,Yala,Sabaragamuwa Province,Hayleys Agriculture Holdings,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.0,141.8,7090.0,100,21.0,0.0,0.0,Sulfur: 11.9 g/100g,3.8,Yes,
